id,hashtag,collected_at,is_relevant
1088,#caregiverlife,2025-09-24 13:58:36.236458,True
1089,#austinhomes,2025-09-24 13:58:36.236461,True
1090,#luxuryapartment,2025-09-24 13:58:36.236464,True
1091,#HandmadeShelves,2025-09-24 13:58:36.236467,True
1092,#luxuryhomes,2025-09-24 13:58:36.236469,True
1093,#designingcents,2025-09-24 13:58:36.236472,True
1094,#maximalism,2025-09-24 13:58:36.236475,True
1095,#lakehouse,2025-09-24 13:58:36.236478,True
1096,#kitchen,2025-09-24 13:58:36.236481,True
1097,#Home,2025-09-24 13:58:36.236483,True
1098,#homeinspector,2025-09-24 13:58:36.236486,True
1099,#maximalist,2025-09-24 13:58:36.236489,True
1100,#renovation,2025-09-24 13:58:36.236492,True
1101,#HomeDecor,2025-09-24 13:58:36.236512,True
1102,#homeimprovement,2025-09-24 13:58:36.236515,True
1103,#sofa,2025-09-24 13:58:36.236518,True
1104,#insulation,2025-09-24 13:58:36.236521,True
1105,#furnitures,2025-09-24 13:58:36.236524,True
1106,#homereno,2025-09-24 13:58:36.236527,True
1107,#shopping,2025-09-24 13:58:36.236530,True
1108,#Craftsmanship,2025-09-24 13:58:36.236532,True
1109,#exterior,2025-09-24 13:58:36.236535,True
1110,#lights,2025-09-24 13:58:36.236538,True
1111,#homefails,2025-09-24 13:58:36.236541,True
1112,#builder,2025-09-24 13:58:36.236544,True
1113,#construction,2025-09-24 13:58:36.236546,True
1114,#Woodworking,2025-09-24 13:58:36.236549,True
